viaje_id,pedido_id,orden_parada,hora_entrega_real
12788,79622,8,14:08
12788,90545,9,14:47
12788,73325,10,15:42
12788,109344,11,16:18
12788,92594,12,17:08
12789,68177,1,07:34
12789,93480,2,08:00
12789,112664,3,08:49
12789,111330,4,09:13
12789,81351,5,09:50
12789,83587,6,10:24
12789,68897,7,11:00
12790,136676,1,09:07
12790,146849,2,09:20
12790,124553,3,10:17
12790,144164,4,10:47
12790,167535,5,11:26
12790,171952,6,11:53
12790,134329,7,12:18
12790,164924,8,12:40
12790,169386,9,13:18
12790,160728,10,13:45
12790,117532,11,14:38
12790,119607,12,14:58
12791,151626,1,08:12
12791,132338,2,08:21
12791,169727,3,09:26
12791,147351,4,09:58
12791,131797,5,10:08
12791,151335,6,10:46
12791,152832,7,11:15
12791,124254,8,11:41
12791,170247,9,12:44
12791,140995,10,12:45
12791,123304,11,13:23
12791,126736,12,14:17
12792,143008,1,09:04
12792,140426,2,10:10
12792,127160,3,10:54
12793,115274,1,08:37
12793,160856,2,08:51
12793,149307,3,09:36
12793,126011,4,10:20
12793,156854,5,10:47
12793,133961,6,11:16
12793,133787,7,11:45
12793,167657,8,12:21
12793,147815,9,13:07
12793,171016,10,13:54
12793,155735,11,13:57
12793,149947,12,14:47
12794,101898,1,08:09
12794,110126,2,09:16
12794,105752,3,09:39
12794,90334,4,10:23
12794,83724,5,10:38
12794,106710,6,11:35
12794,98849,7,12:01
12794,107555,8,12:55
12794,108624,9,12:59
12794,103355,10,13:38
12794,77847,11,14:13
12794,86825,12,15:00
12795,33709,1,09:03
12795,59041,2,09:40
12795,66349,3,10:18
12795,55911,4,11:01
12795,42123,5,11:19
12795,66174,6,11:57
12795,57417,7,12:21
12795,26066,8,12:48
12796,61431,1,07:56
12796,101,2,08:11
12796,50470,3,08:40
12796,11457,4,09:25
12796,39273,5,09:44
12796,48400,6,10:19
12796,21751,7,10:28
12796,2614,8,11:13
12796,55709,9,11:22
12796,38680,10,11:54
12796,24410,11,12:44
12796,31671,12,13:09
12797,130238,1,07:41
12797,122455,2,08:15
12797,123039,3,08:57
12797,119706,4,09:32
12797,168573,5,09:40
12797,167051,6,10:28
12797,115847,7,11:04
12798,431,1,08:10
12798,41380,2,08:56
12798,40493,3,09:42
12798,1825,4,10:23
12798,63878,5,11:22
12798,20845,6,11:48
12798,495,7,12:29
12798,58351,8,12:54
12798,39382,9,13:30
12798,59574,10,14:37
12798,56601,11,15:03
12798,5380,12,15:38
12799,114313,1,06:50
12799,77334,2,07:29
12799,108923,3,07:30
12799,94862,4,08:15
12799,100277,5,08:45
12799,113884,6,08:41
12799,69070,7,09:06
12799,91653,8,10:01
12799,112050,9,10:02
12799,75156,10,10:51
12799,88054,11,11:14
12799,82247,12,11:39
12800,77703,1,08:10
12800,85126,2,08:43
12800,96954,3,09:12
12800,79035,4,10:17
12800,78454,5,10:44
12800,84149,6,11:04
12800,87209,7,12:00
12800,103823,8,12:43
12800,67412,9,13:31
12800,108758,10,13:57
12800,95310,11,14:26
12800,99214,12,15:04
12801,141341,1,09:22
12801,162888,2,10:27
12802,47371,1,06:51
12802,24987,2,07:03
12802,10746,3,07:39
12802,43633,4,07:48
12802,31557,5,08:43
12802,30164,6,09:05
12802,53410,7,09:08
12802,7211,8,09:38
12802,23426,9,10:26
12802,17500,10,11:00
12802,4129,11,10:59
12802,46710,12,11:55
12803,84904,1,06:49
12803,112278,2,06:53
12803,104373,3,07:33
12803,80430,4,07:43
12803,92899,5,08:13
12803,80045,6,08:52
12803,98224,7,09:17
12803,101170,8,10:01
12803,113197,9,10:13
12803,80801,10,10:38
12804,87686,1,06:52
12804,114134,2,07:29
12804,91005,3,08:08
12804,100717,4,08:47
12804,109089,5,09:24
12804,76758,6,10:05
12804,97406,7,10:14
12804,95451,8,11:03
12804,100599,9,11:39
12804,111505,10,12:22
12804,89254,11,12:59
12804,76240,12,13:35
12805,107878,1,07:13
12805,72965,2,07:37
12805,66476,3,08:24
12805,95774,4,09:08
12805,104761,5,09:48
12805,66977,6,10:40
12805,68466,7,11:20
12805,71486,8,12:09
12806,128950,1,08:33
12806,171331,2,08:52
12806,121285,3,09:41
12806,127921,4,09:51
12806,138531,5,10:31
12806,168232,6,11:23
12806,150245,7,11:35
12806,129136,8,12:11
12807,123555,1,09:10
12807,168120,2,09:27
12807,165008,3,10:07
12807,119027,4,10:29
12807,124762,5,11:03
12807,146580,6,11:19
12807,130468,7,11:38
12807,129910,8,12:06
12807,120636,9,12:39
12807,135056,10,12:49
12807,158450,11,13:05
12807,122051,12,13:35
12808,16759,1,07:05
12808,40653,2,07:58
12808,5107,3,08:29
12808,8045,4,09:06
12808,9365,5,09:32
12808,31962,6,10:25
12808,63505,7,11:01
12808,2359,8,11:43
12808,44324,9,12:50
12809,69453,1,08:07
12810,21229,1,09:37
12811,23762,1,08:19
12811,47560,2,08:54
12811,9062,3,09:41
12811,5794,4,10:08
12811,7539,5,10:41
12811,8875,6,11:35
12811,30686,7,11:53
12811,4406,8,12:54
12811,54555,9,13:28
12811,65977,10,13:59
12811,8696,11,14:48
12811,15412,12,15:40
12812,135665,1,09:19
12812,148844,2,09:18
12812,139573,3,09:59
12812,145143,4,10:03
12812,127578,5,10:40
12812,146771,6,11:18
12812,119337,7,11:47
12812,144938,8,11:42
12812,152107,9,12:02
12812,115449,10,12:36
12812,151989,11,13:18
12812,139500,12,13:26
12813,129085,1,08:39
12813,127381,2,09:39
12814,140231,1,09:09
12814,138982,2,09:59
12814,164766,3,10:46
12814,156305,4,11:14
12814,126920,5,11:35
12815,110443,1,07:11
12815,72105,2,07:04
12815,95630,3,07:39
12815,103463,4,07:55
12815,104177,5,08:21
12815,102783,6,09:02
12815,91171,7,09:16
12815,82799,8,09:31
12815,102524,9,10:16
12815,77011,10,10:53
12815,72543,11,11:01
12815,82126,12,11:12
12816,79218,1,09:33
12816,69640,2,10:18
12816,94863,3,10:31
12816,85881,4,11:04
12816,88291,5,11:46
12816,72235,6,12:09
12816,79714,7,13:07
12816,111621,8,13:46
12816,71336,9,14:15
12816,88173,10,14:55
12816,86011,11,15:17
12816,66649,12,15:32
12817,91783,1,08:35
12817,109969,2,09:20
12817,81166,3,10:21
12817,107038,4,11:13
12818,77203,1,09:25
12819,96267,1,09:08
12819,81352,2,10:13
12819,69884,3,10:37
12819,75518,4,10:56
12819,69234,5,11:42
12819,68076,6,12:21
12819,85657,7,12:50
12819,98264,8,13:48
12819,106803,9,13:55
12819,93737,10,14:34
12819,98020,11,15:20
12819,90760,12,15:59
12820,155154,1,09:20
12820,137679,2,09:54
12820,164675,3,10:38
12820,131909,4,10:59
12820,144671,5,11:27
12820,165504,6,12:06
12820,139225,7,12:36
12820,162334,8,13:08
12820,170783,9,14:15
12820,120270,10,14:45
12820,118295,11,15:19
12820,163886,12,15:47
12821,167318,1,09:14
12821,146906,2,09:50
12821,123940,3,10:30
12821,135843,4,11:06
12821,145438,5,11:35
12821,138800,6,11:47
12821,124071,7,12:30
12821,138648,8,12:41
12821,132899,9,13:18
12821,116059,10,14:00
12821,143959,11,14:41
12821,158271,12,15:05
12822,35848,1,08:26
12822,3088,2,09:52
12823,31069,1,07:19
12823,44118,2,07:54
12823,51857,3,08:32
12823,2161,4,08:48
12823,31346,5,09:28
12823,41267,6,09:56
12823,55268,7,10:45
12823,9504,8,11:19
12823,32515,9,11:35
12823,16905,10,12:14
12823,11214,11,13:16
12823,35214,12,13:40
12824,19480,1,06:34
12824,33443,2,07:26
12824,60623,3,07:27
12824,51707,4,08:18
12824,22573,5,08:16
12824,20472,6,08:56
12824,36384,7,09:14
12824,36810,8,09:34
12824,52092,9,10:25
12824,43553,10,10:37
12824,42314,11,11:14
12824,32651,12,11:30
12825,89255,1,09:07
12825,74793,2,09:55
12825,97586,3,10:06
12825,110605,4,11:12
12825,86698,5,11:17
12825,90272,6,11:52
12825,93958,7,12:37
12825,83483,8,13:07
12826,31633,1,07:06
12826,6276,2,08:05
12826,34652,3,08:12
12826,47698,4,09:00
12826,4695,5,09:47
12826,58148,6,10:20
12826,60886,7,11:23
12826,50832,8,11:45
12826,10747,9,12:32
12826,1176,10,13:16
12826,52947,11,13:35
12826,53601,12,14:17
12827,13897,1,08:07
12827,31168,2,08:28
12827,54284,3,09:22
12827,46752,4,10:09
12827,18975,5,10:57
12827,8528,6,11:06
12827,14382,7,12:18
12827,12885,8,12:56
12827,54388,9,13:26
12827,59690,10,13:57
12827,53085,11,14:46
12827,28388,12,15:32
12828,31228,1,07:40
12828,37857,2,08:35
12828,34194,3,08:55
12828,52835,4,09:36
12829,60382,1,08:42
12829,12739,2,09:05
12829,12294,3,09:40
12829,6466,4,10:12
12829,37380,5,11:03
12829,10455,6,11:19
12829,7784,7,12:09
12829,25439,8,12:15
12829,61780,9,13:18
12829,57505,10,13:22
12829,14952,11,14:08
12829,32131,12,15:00
12830,27313,1,08:25
12830,37629,2,09:06
12830,21332,3,10:14
12830,24577,4,11:01
12831,119900,1,06:47
12831,153621,2,07:03
12831,150148,3,08:00
12831,160586,4,07:55
12831,156685,5,08:31
12831,139409,6,09:17
12831,166590,7,09:31
12831,149453,8,10:09
12832,158604,1,07:58
12832,114465,2,08:54
12832,172381,3,09:20
12832,151916,4,10:13
12832,135427,5,10:55
12832,170553,6,11:16
12832,150999,7,11:53
12832,117772,8,12:50
12833,144502,1,07:28
12833,143367,2,07:50
12833,118739,3,08:15
12833,129665,4,08:51
12833,137506,5,09:05
12833,154608,6,09:57
12833,121286,7,09:59
12833,157042,8,10:50
12833,125088,9,11:21
12833,143518,10,12:00
12834,76423,1,09:08
12835,121400,1,10:11
12836,43971,1,09:19
12836,29328,2,09:40
12836,2882,3,10:15
12836,13617,4,11:02
12836,5658,5,11:29
12836,19066,6,12:16
12836,13273,7,12:22
12836,63506,8,12:58
12836,31865,9,13:37
12836,29680,10,14:17
12836,6915,11,14:43
12836,12057,12,15:07
12837,156142,1,08:19
12837,123040,2,08:34
12837,172215,3,09:12
12837,166163,4,10:17
12837,115848,5,10:32
12838,152833,1,07:28
12838,172089,2,08:14
12838,130922,3,09:10
12838,161741,4,09:24
12838,124554,5,10:32
12838,171648,6,11:09
12838,118409,7,11:29
12838,152406,8,12:28
12838,132119,9,12:43
12838,119338,10,13:25
12838,148330,11,14:22
12838,155529,12,15:05
12839,161559,1,09:59
12840,65480,1,08:40
12840,48401,2,09:11
12840,42598,3,09:47
12840,16400,4,10:54
12840,22823,5,11:39
12841,64992,1,08:47
12841,16238,2,09:43
12841,30000,3,09:38
12841,50126,4,10:00
12841,60014,5,10:45
12841,3620,6,11:10
12841,36104,7,11:12
12841,20846,8,12:05
12841,20283,9,12:29
12841,7647,10,12:23
12841,24045,11,13:18
12841,64225,12,13:23
12842,53214,1,08:18
12842,18602,2,08:46
12842,27742,3,09:27
12842,10046,4,10:28
12842,41683,5,10:41
12842,64365,6,11:45
12842,58675,7,12:04
12842,42124,8,13:05
12842,55021,9,13:32
12842,65806,10,14:12
12842,5381,11,15:04
12842,51441,12,15:44
12843,64601,1,08:10
12843,26994,2,08:14
12843,27855,3,08:40
12843,9008,4,09:34
12843,17842,5,09:35
12843,10149,6,10:30
12843,46153,7,10:53
12843,26324,8,11:34
12843,45163,9,11:42
12843,49398,10,12:25
12843,44619,11,13:01
12843,50471,12,13:05
12844,90546,1,07:33
12844,71487,2,08:11
12844,73971,3,08:25
12844,103710,4,09:08
12844,111331,5,09:20
12844,99735,6,09:44
12844,114135,7,10:06
12844,89620,8,10:45
12844,85223,9,11:15
12844,100718,10,11:23
12844,97407,11,11:59
12844,97691,12,12:48
12845,22652,1,08:31
12845,15413,2,09:17
12846,25489,1,09:17
12846,23763,2,09:37
12846,38950,3,09:46
12846,15852,4,10:13
12846,12435,5,10:53
12846,28147,6,11:25
12846,57042,7,11:26
12846,65978,8,12:17
12846,11789,9,12:42
12846,60452,10,13:13
12846,39579,11,13:13
12846,65240,12,13:52
12847,113004,1,09:26
12847,80150,2,09:52
12847,99907,3,10:10
12847,93554,4,10:38
12847,72387,5,11:01
12847,107285,6,11:21
12847,80802,7,11:53
12847,88292,8,12:23
12847,78602,9,12:20
12847,67691,10,13:12
12847,113835,11,13:39
12847,73543,12,13:52
12848,82684,1,06:54
12848,112279,2,07:40
12848,91460,3,08:01
12848,102144,4,08:41
12848,85407,5,08:52
12848,101509,6,09:25
12848,69938,7,10:19
12848,105197,8,10:53
12848,83950,9,11:25
12848,96310,10,12:05
12848,84072,11,12:40
12848,91326,12,12:37
12849,70848,1,08:35
12849,79036,2,09:04
12849,84150,3,10:09
12849,83058,4,10:44
12849,96955,5,11:26
12849,84638,6,11:52
12849,75306,7,12:22
12849,86826,8,13:07
12849,91230,9,13:45
12849,96532,10,14:24
12849,109637,11,15:08
12849,92009,12,15:47
12850,111219,1,07:19
12850,99842,2,08:13
12850,105644,3,08:43
12850,90081,4,09:27
12850,95167,5,10:00
12850,70114,6,10:45
12850,106535,7,11:27
12850,110342,8,11:40
12850,113885,9,12:42
12850,81625,10,12:53
12851,76140,1,09:18
12851,87386,2,10:13
12851,88462,3,11:01
12852,146489,1,06:43
12852,168455,2,07:24
12852,170248,3,08:18
12852,158938,4,08:53
12852,117259,5,09:14
12852,154763,6,10:03
12852,162725,7,10:48
12852,136459,8,11:23
12852,169002,9,12:04
12852,149640,10,12:26
12852,158758,11,13:03
12852,128033,12,14:07
12853,14742,1,07:47
12853,28543,2,08:40
12853,26770,3,08:48
12853,46532,4,09:19
12853,57662,5,10:12
12853,23427,6,10:46
12853,62320,7,11:10
12853,25913,8,11:48
12853,49677,9,12:05
12853,53029,10,12:56
12853,37162,11,13:27
12853,2445,12,13:59
12854,151448,1,08:47
12854,142041,2,09:46
12854,159282,3,10:06
12854,147196,4,10:33
12854,134816,5,10:54
12854,152233,6,11:34
12854,162489,7,12:24
12854,116865,8,12:35
12854,124945,9,13:00
12854,132984,10,13:34
12854,137791,11,14:24
12854,160247,12,14:53
12855,161417,1,07:13
12855,141342,2,07:58
12855,157406,3,08:17
12855,127267,4,09:24
12856,35953,1,07:15
12856,10456,2,07:59
12856,55408,3,08:36
12856,257,4,09:12
12856,59355,5,09:39
12856,15853,6,09:46
12856,65241,7,10:24
12856,11328,8,11:18
12856,42797,9,11:29
12856,21902,10,12:29
12856,21230,11,12:36
12856,26603,12,13:07
12857,25313,1,09:17
12857,38481,2,09:58
12857,49101,3,10:28
12857,24578,4,11:24
12857,30861,5,11:51
12857,41133,6,12:26
12858,22024,1,07:16
12858,8046,2,08:04
12858,685,3,08:52
12858,35602,4,09:34
12859,53978,1,09:09
12859,559,2,10:03
12859,50981,3,10:45
12859,60092,4,11:03
12859,38171,5,11:50
12859,61606,6,12:28
12859,9188,7,13:15
12859,33278,8,13:56
12859,25113,9,14:30
12859,56154,10,14:56
12859,8529,11,15:22
12859,54787,12,15:55
12860,143613,1,07:08
12860,122177,2,07:51
12860,163726,3,07:53
12860,125756,4,08:23
12860,131286,5,09:04
12860,144165,6,09:33
12860,129825,7,10:13
12860,126817,8,10:51
12860,145568,9,11:08
12860,134330,10,11:57
12860,114876,11,12:29
12860,132628,12,12:36
12861,148331,1,07:16
12861,148845,2,08:03
12861,163038,3,08:10
12861,153998,4,08:48
12861,155031,5,09:08
12861,133326,6,09:50
12861,145315,7,10:39
12861,165822,8,10:58
12861,129455,9,11:27
12861,140706,10,11:56
12861,135666,11,12:30
12861,136677,12,12:57
12862,106270,1,07:58
12862,67124,2,08:41
12862,106711,3,08:39
12862,113364,4,09:07
12862,101736,5,09:38
12862,107624,6,10:17
12862,87210,7,10:21
12862,86529,8,11:17
12862,83059,9,11:30
12862,92393,10,11:48
12862,95055,11,12:26
12862,79938,12,12:30
12863,41938,1,08:57
12863,59575,2,09:39
12863,28307,3,10:37
12863,41684,4,11:08
12863,13850,5,11:33
12863,46060,6,12:02
12863,16605,7,12:41
12863,30001,8,13:27
12863,30496,9,13:45
12863,4825,10,14:40
12863,24411,11,15:04
12863,63957,12,15:39
12864,40494,1,08:18
12864,17040,2,09:02
12864,11594,3,09:33
12864,27451,4,10:09
12864,52461,5,11:06
12864,54466,6,11:19
12864,7098,7,12:01
12864,55269,8,12:47
12864,49848,9,13:42
12864,30564,10,13:57
12864,23140,11,14:50
12864,35380,12,15:36
12865,33132,1,07:50
12865,34014,2,08:25
12865,56602,3,08:40
12865,4298,4,08:55
12865,60624,5,09:31
12865,22396,6,10:21
12865,49534,7,10:27
12865,35031,8,10:41
12865,30996,9,11:36
12865,18291,10,12:02
12865,45903,11,12:30
12865,47845,12,12:31
12866,48761,1,08:32
12866,46368,2,09:22
12866,65394,3,10:03
12867,86251,1,08:54
12867,84905,2,08:59
12867,88855,3,09:29
12867,71027,4,10:33
12867,83725,5,10:58
12867,105830,6,11:13
12867,74300,7,11:55
12867,88592,8,12:28
12867,108102,9,13:03
12867,112510,10,13:45
12867,77335,11,14:25
12867,79328,12,14:34
12868,157350,1,07:21
12868,162202,2,07:28
12868,145100,3,08:05
12868,133788,4,08:43
12868,120436,5,08:45
12868,121790,6,09:05
12868,146207,7,09:31
12868,151000,8,10:16
12868,147816,9,10:44
12869,111622,1,08:04
12869,68282,2,08:36
12869,79381,3,09:32
12869,75157,4,10:05
12869,94251,5,10:17
12869,92817,6,11:00
12869,101785,7,11:38
12869,101171,8,12:01
12869,77704,9,13:00
12869,81468,10,13:05
12869,98737,11,13:51
12869,103464,12,14:48
12870,171880,1,08:39
12870,142612,2,08:47
12870,143009,3,09:25
12870,137356,4,10:21
12870,152356,5,10:41
12870,144672,6,11:27
12870,130338,7,11:41
12870,114683,8,12:35
12870,133528,9,12:47
12870,163526,10,13:11
12871,170609,1,07:08
12871,145247,2,07:43
12871,166591,3,08:25
12871,138532,4,09:30
12871,119504,5,09:46
12871,156686,6,10:54
12871,127922,7,11:41
12871,153425,8,12:05
12872,169615,1,07:38
12872,139901,2,07:50
12872,146690,3,08:20
12872,132900,4,08:57
12872,120637,5,09:39
12872,130469,6,09:42
12872,165322,7,10:32
12872,131518,8,10:48
12872,164323,9,10:54
12872,147050,10,11:27
12872,134947,11,12:21
12872,167915,12,12:43
12873,117082,1,08:01
12873,161259,2,09:02
12873,166164,3,09:09
12873,116541,4,09:57
12873,153567,5,10:05
12873,122456,6,10:30
12873,114641,7,11:09
12873,134710,8,11:53
12874,98341,1,08:34
12874,89256,2,09:21
12874,76838,3,09:27
12874,106085,4,10:14
12874,70535,5,10:59
12874,75448,6,11:24
12874,76362,7,12:07
12874,107879,8,12:47
12874,105375,9,13:12
12874,66978,10,13:35
12874,100600,11,14:28
12874,98021,12,15:03
12875,111708,1,07:48
12875,104762,2,08:40
12876,70627,1,08:30
12876,72106,2,09:09
12877,86983,1,07:43
12877,95961,2,08:34
12877,104903,3,09:00
12877,103357,4,09:09
12877,67907,5,10:01
12877,95631,6,10:23
12877,99215,7,10:41
12877,94556,8,11:27
12877,81733,9,11:48
12877,92185,10,12:30
12877,79037,11,13:03
12877,113198,12,13:22
12878,78455,1,08:45
12878,108410,2,09:32
12878,110790,3,10:08
12878,102525,4,10:44
12878,96956,5,10:58
12878,87353,6,11:46
12878,88293,7,12:24
12878,84639,8,13:07
12878,86012,9,13:32
12878,97298,10,14:26
12878,96405,11,14:38
12878,82127,12,15:11
12879,108924,1,07:39
12879,84151,2,08:44
12879,69805,3,08:55
12879,80803,4,10:01
12879,69071,5,10:20
12879,75853,6,10:52
12879,78835,7,11:46
12879,107137,8,12:22
12879,109032,9,12:55
12879,80699,10,13:52
12879,112280,11,14:09
12879,104178,12,14:38
12880,102875,1,07:30
12880,73972,2,07:49
12880,93959,3,08:18
12880,104482,4,09:01
12880,100005,5,09:22
12880,68898,6,09:45
12880,109345,7,10:08
12880,70536,8,10:44
12880,100907,9,11:11
12880,91006,10,11:47
12880,78162,11,12:07
12880,97408,12,12:33
12881,69995,1,07:56
12881,92595,2,08:36
12881,111332,3,09:30
12882,6277,1,07:45
12882,12886,2,08:34
12882,19982,3,09:06
12882,64021,4,09:45
12882,9366,5,10:40
12882,63507,6,11:15
12882,4936,7,11:34
12882,14020,8,12:39
12882,1556,9,13:07
12882,4130,10,13:37
12882,64853,11,14:15
12882,17501,12,14:54
12883,34653,1,08:13
12883,17184,2,08:35
12883,46753,3,09:31
12883,24988,4,09:30
12883,14383,5,10:25
12883,19759,6,10:45
12883,25914,7,11:09
12883,30388,8,11:26
12883,10748,9,11:59
12883,57272,10,12:36
12883,722,11,13:13
12883,62820,12,13:23
12884,134087,1,08:27
12884,140571,2,08:26
12884,128951,3,08:56
12884,153819,4,09:20
12884,120062,5,09:58
12884,160969,6,10:48
12884,123772,7,11:19
12884,121663,8,11:16
12884,150246,9,12:13
12885,81167,1,08:16
12885,109200,2,08:25
12885,85408,3,09:08
12885,71337,4,09:17
12885,94451,5,09:50
12885,108625,6,10:24
12885,103023,7,10:35
12885,74596,8,10:57
12885,102784,9,11:21
12885,105198,10,11:54
12885,111872,11,12:06
12885,71563,12,12:45
12886,50127,1,07:34
12886,32296,2,08:13
12886,3366,3,09:03
12886,40881,4,09:28
12886,48066,5,10:10
12886,2615,6,10:35
12886,19601,7,11:10
12886,38681,8,12:12
12886,55531,9,12:38
12886,44913,10,13:23
12886,50472,11,13:35
12886,20335,12,14:37
12887,155736,1,08:27
12887,133962,2,09:03
12887,149948,3,09:34
12887,150318,4,10:06
12887,126503,5,10:48
12887,117361,6,11:11
12887,151001,7,11:56
12887,161619,8,12:31
12888,59257,1,09:16
12888,31767,2,10:17
12888,63145,3,10:44
12889,66350,1,08:32
12889,64602,2,09:07
12889,18813,3,09:47
12889,24808,4,10:05
12889,31347,5,10:45
12889,1826,6,11:12
12889,40058,7,12:16
12889,56351,8,12:41
12889,61247,9,13:28
12889,39274,10,13:36
12889,29111,11,14:38
12889,63324,12,14:53
12890,126737,1,07:19
12890,120964,2,07:19
12890,117533,3,07:44
12890,161141,4,08:14
12890,157741,5,09:00
12890,136195,6,09:29
12890,165183,7,09:32
12890,168780,8,10:11
12890,128733,9,10:34
12890,158939,10,11:17
12890,116743,11,11:18
12890,117456,12,11:44
12891,92299,1,08:38
12892,124255,1,07:18
12892,148846,2,07:40
12892,155261,3,07:59
12892,144939,4,07:59
12892,126341,5,08:51
12892,123305,6,08:59
12892,132120,7,09:11
12892,152548,8,10:01
12892,148008,9,10:31
12892,146772,10,10:42
12892,137225,11,10:58
12892,123490,12,11:19
12893,159283,1,07:52
12893,163964,2,08:42
12893,155890,3,08:59
12893,142901,4,09:38
12893,135177,5,09:42
12893,163238,6,10:19
12893,159593,7,11:08
12893,119028,8,11:37
12893,171144,9,11:56
12893,153349,10,12:06
12893,160481,11,12:59
12893,159821,12,13:32
12894,122950,1,08:23
12894,151219,2,09:27
12894,165009,3,09:57
12894,164676,4,10:40
12894,134486,5,11:29
12894,142042,6,11:53
12894,125625,7,12:34
12894,122052,8,13:17
12894,158097,9,13:59
12895,1412,1,08:31
12895,15414,2,08:51
12895,33576,3,09:29
12895,45444,4,10:08
12895,47561,5,10:50
12895,57043,6,11:10
12895,19157,7,11:49
12895,39701,8,12:05
12895,13130,9,13:10
12895,57506,10,13:17
12895,22748,11,13:49
12895,21530,12,14:52
12896,52462,1,08:35
12896,15086,2,08:50
12896,2162,3,09:44
12896,23915,4,10:03
12896,55912,5,10:40
12896,20923,6,11:06
12896,32516,7,11:42
12896,58676,8,12:24
12896,59042,9,12:55
12896,6649,10,13:31
12896,24164,11,14:08
12896,52093,12,14:36
12897,140232,1,08:25
12897,167053,2,09:03
12897,145841,3,10:00
12897,167161,4,10:40
12898,46369,1,07:28
12898,24412,2,08:23
12898,35215,3,08:57
12898,3621,4,09:19
12898,48910,5,10:07
12898,37497,6,11:01
12898,60625,7,11:10
12898,36385,8,12:05
12898,43554,9,12:24
12898,56603,10,13:10
12898,31348,11,14:09
12898,22574,12,14:19
12899,45904,1,07:02
12899,48664,2,08:11
12899,63879,3,08:38
12899,9766,4,09:35
12900,121401,1,06:47
12900,154764,2,07:38
12900,140852,3,08:28
12900,135273,4,08:36
12900,120861,5,09:32
12901,167319,1,09:21
12901,163527,2,09:32
12901,139902,3,10:03
12901,140427,4,10:49
12901,132268,5,11:23
12901,170892,6,11:49
12901,128201,7,12:29
12901,158272,8,13:24
12902,172491,1,07:48
12902,120638,2,08:52
12902,125214,3,08:57
12902,162575,4,09:38
12902,159958,5,10:08
12902,120271,6,10:53
12902,118006,7,11:34
12902,132985,8,11:57
12902,138263,9,12:48
12902,115044,10,13:35
12902,143010,11,13:58
12902,164677,12,14:33
12903,166592,1,07:04
12903,129666,2,07:36
12903,150149,3,08:11
12903,143491,4,08:31
12903,154449,5,08:55
12903,171332,6,09:17
12903,153622,7,09:40
12903,137922,8,10:22
12904,130124,1,07:14
12904,149169,2,07:52
12904,162889,3,08:12
12904,118477,4,08:45
12904,150529,5,09:38
12904,158605,6,10:03
12904,130191,7,10:47
12905,17988,1,07:33
12905,55710,2,07:46
12905,42932,3,08:13
12905,18603,4,09:07
12905,20399,5,09:33
12905,44459,6,10:03
12905,15960,7,10:29
12905,59576,8,11:05
12905,55022,9,11:29
12905,64603,10,12:00
12905,27058,11,12:40
12905,13428,12,13:21
12906,117014,1,06:28
12906,131674,2,06:59
12906,119339,3,07:21
12906,169948,4,07:53
12906,172278,5,08:01
12906,151627,6,08:40
12906,122758,7,09:07
12906,165184,8,09:15
12906,141581,9,09:46
12906,170249,10,10:18
12906,130923,11,10:35
12906,171649,12,11:06
12907,89748,1,08:41
12907,71488,2,09:36
12907,111333,3,10:21
12907,76141,4,11:01
12907,73895,5,11:23
12907,98022,6,12:13
12907,75699,7,12:47
12907,77984,8,13:34
12907,112665,9,13:46
12907,83588,10,14:35
12907,114136,11,15:29
12907,93738,12,15:35
12908,99304,1,09:19
12908,68077,2,09:52
12908,107404,3,10:49
12908,106086,4,11:37
12908,74419,5,12:12
12908,104763,6,12:30
12908,89257,7,13:08
12908,106392,8,14:10
12908,89621,9,14:42
12908,100719,10,15:10
12908,95452,11,16:02
12909,92745,1,10:21
12909,91885,2,11:16
12910,156143,1,07:42
12910,123041,2,08:32
12910,164767,3,09:11
12910,122457,4,10:12
12911,37164,1,08:50
12911,60887,2,09:15
12911,46754,3,09:08
12911,49299,4,09:35
12911,6916,5,09:57
12911,23428,6,10:25
12911,37729,7,11:16
12911,25114,8,11:08
12911,35603,9,11:40
12911,27638,10,12:18
12911,20101,11,12:36
12911,14743,12,13:07
12912,8268,1,07:10
12912,43343,2,08:06
12912,39767,3,08:48
12912,22325,4,09:18
12912,15623,5,09:41
12912,1177,6,10:13
12913,94864,1,07:47
12913,106712,2,08:01
12913,107556,3,08:32
12913,77336,4,09:10
12913,113886,5,09:46
12913,103465,6,10:31
12913,113534,7,11:06
12913,110670,8,11:27
12913,71738,9,11:47
12913,109970,10,12:35
12914,73107,1,07:51
12914,74165,2,08:15
12914,86827,3,08:49
12914,105199,4,09:12
12914,75158,5,10:03
12914,96136,6,10:26
12914,112840,7,11:16
12914,112401,8,11:41
12914,87877,9,12:20
12914,98989,10,12:58
12914,100278,11,13:14
12914,84152,12,14:14
12915,75601,1,08:21
12915,91654,2,09:15
12915,69282,3,09:28
12915,94150,4,10:10
12915,80431,5,10:31
12915,85547,6,10:48
12915,78603,7,11:43
12915,78567,8,11:50
12915,98525,9,12:22
12915,67692,10,13:04
12915,93247,11,13:21
12915,102526,12,14:02
12916,65979,1,08:35
12916,60383,2,08:57
12916,21231,3,09:15
12916,6467,4,09:50
12916,29417,5,10:21
12916,47995,6,10:42
12916,7540,7,11:41
12916,8876,8,11:51
12916,65242,9,12:42
12916,42798,10,12:47
12916,15854,11,13:47
12916,5905,12,14:04
12917,11011,1,07:41
12917,39580,2,08:11
