carga_id,vehiculo_id,fecha,litros,precio_litro,km_odometro
1142,8,2023-06-07,130.5,721.2,158334.3
1143,8,2023-06-20,115.1,725.5,158838.7
1144,8,2023-06-26,86.2,711.0,159243.9
1145,8,2023-07-04,118.6,803.1,159786.7
1146,8,2023-07-11,118.4,816.0,160267.2
1147,8,2023-07-17,124.3,824.7,160832.7
1148,8,2023-07-28,117.0,808.5,161335.2
1149,8,2023-08-05,93.3,772.8,161778.2
1150,8,2023-08-12,118.6,787.6,162269.6
1151,8,2023-08-21,101.3,804.8,162720.0
1152,8,2023-08-27,112.3,799.7,163207.1
1153,8,2023-09-06,173.1,796.4,163911.3
1154,8,2023-09-11,121.5,777.5,164432.5
1155,8,2023-09-17,145.3,801.4,165097.9
1156,8,2023-09-25,134.0,820.0,165688.7
1157,8,2023-09-28,119.3,814.0,166204.5
1158,8,2023-10-04,95.2,879.2,166667.6
1159,8,2023-10-09,95.8,884.5,167092.3
1160,8,2023-10-14,121.3,899.7,167634.6
1161,8,2023-10-20,129.4,943.3,168223.5
1162,8,2023-10-26,131.1,920.7,168761.1
1163,8,2023-11-02,124.4,886.8,169305.3
1164,8,2023-11-08,128.4,900.8,169855.8
1165,8,2023-11-13,142.1,876.3,170511.9
1166,8,2023-11-17,115.5,939.7,171005.1
1167,8,2023-11-23,95.1,936.4,171455.5
1168,8,2023-11-28,144.1,942.4,172107.3
1169,8,2023-12-02,107.0,928.5,172554.7
1170,8,2023-12-08,138.7,903.8,173125.0
1171,8,2023-12-12,110.2,876.5,173625.2
1172,8,2023-12-16,159.1,881.5,174288.0
1173,8,2023-12-21,113.6,908.4,174789.4
1174,8,2023-12-25,136.8,894.9,175449.0
1175,8,2023-12-31,114.9,937.2,175931.2
1176,8,2024-01-05,42.4,1015.5,176520.8
1177,8,2024-01-08,105.7,957.8,176965.2
1178,8,2024-01-14,130.5,940.1,177599.2
1179,8,2024-01-18,95.2,988.5,178033.3
1180,8,2024-01-24,164.6,963.3,178706.6
1181,8,2024-01-27,104.4,944.2,179150.3
1182,8,2024-01-31,113.1,979.7,179675.9
1183,8,2024-02-04,97.2,994.6,180119.9
1184,8,2024-02-08,128.8,1001.9,180676.6
1185,8,2024-02-14,108.0,955.1,181186.6
1186,8,2024-02-19,155.8,939.6,181925.4
1187,8,2024-02-23,95.5,995.4,182342.4
1188,8,2024-02-26,98.8,998.2,182824.4
1189,8,2024-03-04,99.0,1007.3,183312.8
1190,8,2024-03-09,126.9,977.0,183933.5
1191,8,2024-03-14,118.1,938.9,184438.7
1192,8,2024-03-18,93.3,954.8,184819.8
1193,8,2024-03-22,100.9,967.8,185241.7
1194,8,2024-03-26,95.3,945.6,185696.7
1195,8,2024-04-02,146.1,1073.3,186297.6
1196,8,2024-04-06,101.0,1107.7,186712.9
1197,8,2024-04-11,116.1,1051.9,187198.9
1198,8,2024-04-18,116.2,1103.6,187682.2
1199,8,2024-04-25,111.2,1083.7,188230.4
1200,8,2024-05-02,152.6,1088.5,188883.2
1201,8,2024-05-12,123.9,1065.0,189396.2
1202,8,2024-05-22,102.6,1040.3,189850.2
1203,8,2024-05-29,130.4,1043.2,190399.7
1204,8,2024-06-05,158.3,1114.8,191069.8
1205,8,2024-06-12,123.4,1091.3,191587.5
1206,8,2024-06-19,115.2,1101.1,192083.4
1207,8,2024-06-27,89.4,1121.1,192485.5
1208,8,2024-07-04,117.7,1146.3,193006.8
1209,8,2024-07-12,139.9,1149.3,193591.3
1210,8,2024-07-17,111.6,1216.3,194078.3
1211,8,2024-07-25,120.0,1166.7,194628.8
1212,8,2024-07-30,91.4,1156.6,195019.3
1213,8,2024-08-02,101.7,1154.6,195481.8
1214,8,2024-08-11,115.0,1147.2,196030.9
1215,8,2024-08-16,118.9,1166.9,196597.2
1216,8,2024-08-22,161.6,1192.1,197267.6
1217,8,2024-08-28,120.3,1186.9,197765.0
1218,8,2024-09-02,108.3,1197.7,198264.0
1219,8,2024-09-07,127.9,1176.5,198892.6
1220,8,2024-09-14,147.6,1183.3,199494.6
1221,8,2024-09-21,128.6,1147.4,200020.2
1222,8,2024-09-28,109.3,1205.5,200502.0
1223,8,2024-10-05,130.7,1401.7,201051.3
1224,8,2024-10-10,106.1,1383.2,201512.0
1225,8,2024-10-15,96.3,1413.4,201904.7
1226,8,2024-10-22,137.7,1346.7,202534.1
1227,8,2024-10-31,138.1,1324.9,203184.7
1228,8,2024-11-06,123.1,1363.9,203695.3
1229,8,2024-11-11,122.1,1311.9,204254.4
1230,8,2024-11-15,386.1,1317.2,204865.6
1231,8,2024-11-19,106.7,1349.4,205387.8
1232,8,2024-11-23,113.5,1372.3,205870.5
1233,8,2024-11-27,109.6,1408.6,206322.8
1234,8,2024-12-03,127.0,1391.1,206868.6
1235,8,2024-12-08,121.0,1320.8,207460.3
1236,8,2024-12-15,310.6,1321.9,208093.1
1237,8,2024-12-19,123.8,1364.4,208617.3
1238,8,2024-12-25,122.5,1311.3,209221.5
1239,8,2024-12-30,136.3,1398.8,209886.3
1240,9,2022-01-15,143.1,406.5,92036.1
1241,9,2022-01-24,116.0,393.6,92482.0
1242,9,2022-02-15,108.4,394.6,92901.5
1243,9,2022-02-21,105.7,392.2,93295.8
1244,9,2022-03-05,126.2,412.9,93772.5
1245,9,2022-03-20,111.9,389.3,94248.9
1246,9,2022-04-06,128.6,423.5,94750.4
1247,9,2022-04-24,137.7,439.4,95272.9
1248,9,2022-05-06,115.9,445.3,95760.9
1249,9,2022-05-21,139.7,452.4,96319.3
1250,9,2022-06-03,128.4,457.0,96844.8
1251,9,2022-06-30,128.6,442.3,97367.5
1252,9,2022-07-23,288.1,491.0,97815.2
1253,9,2022-08-14,414.2,499.2,98410.4
1254,9,2022-08-23,139.1,503.2,98944.2
1255,9,2022-09-05,136.6,505.2,99480.3
1256,9,2022-09-12,102.7,523.2,99905.1
1257,9,2022-09-20,100.5,506.2,100298.2
1258,9,2022-09-27,121.2,495.8,100764.3
1259,9,2022-10-05,121.0,575.5,101251.2
1260,9,2022-10-13,150.8,569.1,101819.6
1261,9,2022-10-27,120.9,547.2,102337.1
1262,9,2022-10-31,109.3,546.9,102786.3
1263,9,2022-11-06,143.4,551.2,103359.1
1264,9,2022-11-16,132.1,591.5,103899.4
1265,9,2022-11-26,103.8,574.3,104333.5
1266,9,2022-12-06,121.1,586.9,104850.9
1267,9,2022-12-12,127.8,564.1,105370.4
1268,9,2022-12-17,133.4,563.6,105943.3
1269,9,2022-12-21,110.0,581.0,106417.3
1270,9,2022-12-29,154.5,582.3,106994.7
1271,9,2023-01-03,135.2,596.3,107498.2
1272,9,2023-01-06,119.7,600.8,107951.5
1273,9,2023-01-13,137.1,620.8,108498.9
1274,9,2023-01-20,133.3,603.9,109014.8
1275,9,2023-01-27,158.3,585.0,109613.6
1276,9,2023-02-06,118.0,618.9,110140.7
1277,9,2023-02-10,126.6,629.1,110656.1
1278,9,2023-02-19,134.9,629.0,111201.3
1279,9,2023-02-23,107.5,603.2,111618.4
1280,9,2023-02-27,97.7,623.4,112030.9
1281,9,2023-03-14,125.5,609.1,112503.5
1282,9,2023-03-21,122.7,588.3,113012.8
1283,9,2023-03-30,132.0,590.8,113540.7
1284,9,2023-04-10,126.5,688.9,114028.5
1285,9,2023-04-26,148.3,700.4,114593.0
1286,9,2023-04-30,122.0,687.6,115051.1
1287,9,2023-05-16,112.0,730.1,115527.3
1288,9,2023-05-29,137.0,710.3,116139.2
1289,9,2023-06-11,100.9,726.3,116589.1
1290,9,2023-07-03,128.0,820.3,117131.0
1291,9,2023-07-14,109.4,785.2,117611.6
1292,9,2023-07-24,123.5,782.3,118071.6
1293,9,2023-08-06,150.4,816.5,118652.3
1294,9,2023-08-23,164.7,821.3,119334.7
1295,9,2023-09-04,159.4,831.2,119941.5
1296,9,2023-09-14,163.8,822.3,120597.3
1297,9,2023-09-28,130.9,803.3,121125.6
1298,9,2023-10-07,125.7,930.4,121660.6
1299,9,2023-10-15,102.2,927.0,122041.8
1300,9,2023-10-21,118.5,893.3,122506.7
1301,9,2023-10-29,294.3,934.2,122944.1
1302,9,2023-11-04,139.4,893.9,123554.5
1303,9,2023-11-10,138.2,940.1,124120.6
1304,9,2023-11-19,98.5,892.7,124512.7
1305,9,2023-11-28,123.6,885.4,125025.2
1306,9,2023-12-04,112.7,919.8,125487.1
1307,9,2023-12-08,124.6,876.7,125973.4
1308,9,2023-12-12,110.4,915.3,126386.5
1309,9,2023-12-19,101.5,917.9,126836.4
1310,9,2023-12-23,102.5,942.7,127272.6
1311,9,2023-12-30,130.4,900.4,127782.5
1312,9,2024-01-05,142.0,986.0,128341.7
1313,9,2024-01-09,142.3,944.3,128902.9
1314,9,2024-01-13,137.1,987.9,129439.3
1315,9,2024-01-18,122.2,1000.7,129919.2
1316,9,2024-01-23,114.4,959.5,130366.9
1317,9,2024-01-29,146.9,954.5,130937.5
1318,9,2024-02-07,169.0,1016.0,131587.5
1319,9,2024-02-12,131.1,1005.2,132095.2
1320,9,2024-02-17,125.1,942.9,132573.6
1321,9,2024-02-22,121.5,961.6,133052.5
1322,9,2024-02-29,134.8,957.4,133613.7
1323,9,2024-03-05,94.8,989.6,133985.5
1324,9,2024-03-11,50.4,989.2,134633.4
1325,9,2024-03-17,144.3,966.3,135177.9
1326,9,2024-03-29,124.4,967.7,135659.0
1327,9,2024-04-09,133.1,1119.8,136159.6
1328,9,2024-04-17,136.4,1116.5,136732.2
1329,9,2024-05-01,166.1,1083.1,137354.4
1330,9,2024-05-10,99.9,1113.3,137770.4
1331,9,2024-05-23,134.0,1049.8,138335.9
1332,9,2024-05-30,108.9,1114.2,138741.2
1333,9,2024-06-12,133.9,1067.0,139253.4
1334,9,2024-07-02,155.0,1148.8,139833.4
1335,9,2024-07-13,134.1,1200.9,140374.2
1336,9,2024-07-31,111.3,1228.9,140835.1
1337,9,2024-08-15,133.0,1173.2,141379.2
1338,9,2024-08-25,116.4,1189.8,141852.8
1339,9,2024-09-07,138.0,1221.4,142404.4
1340,9,2024-09-11,123.6,1177.1,142923.1
1341,9,2024-09-18,117.9,1176.7,143366.9
1342,9,2024-09-26,116.9,1178.3,143859.2
1343,9,2024-10-03,126.6,1415.5,144341.4
1344,9,2024-10-08,106.8,1332.2,144764.7
1345,9,2024-10-15,130.6,1371.4,145262.3
1346,9,2024-10-19,163.7,1384.5,145892.1
1347,9,2024-10-28,115.1,1329.9,146352.3
1348,9,2024-11-07,133.9,1357.5,146897.3
1349,9,2024-11-20,123.4,1415.3,147384.5
1350,9,2024-11-27,136.7,1330.9,147973.0
1351,9,2024-12-05,158.1,1346.8,148621.5
1352,9,2024-12-09,114.5,1316.3,149072.9
1353,9,2024-12-15,115.2,1314.9,149521.5
1354,9,2024-12-20,167.2,1412.8,150176.2
1355,9,2024-12-25,143.0,1318.9,150735.4
1356,9,2024-12-30,155.1,1387.7,151367.9
1357,10,2023-06-21,122.1,704.3,509.0
1358,10,2023-07-15,101.8,807.2,917.4
1359,10,2023-08-04,106.0,779.5,1385.4
1360,10,2023-08-10,127.4,807.5,1875.7
1361,10,2023-08-21,135.0,801.6,2388.3
1362,10,2023-08-29,134.7,786.8,2985.6
1363,10,2023-09-07,133.2,820.9,3481.6
1364,10,2023-09-23,159.9,800.1,4099.2
1365,10,2023-10-04,160.1,931.4,4749.4
1366,10,2023-10-11,111.0,894.2,5216.3
1367,10,2023-10-20,118.3,924.4,5736.8
1368,10,2023-10-27,129.5,879.1,6222.2
1369,10,2023-11-03,122.5,918.6,6742.5
1370,10,2023-11-09,125.0,906.2,7210.8
1371,10,2023-11-15,119.0,936.5,7691.9
1372,10,2023-11-24,131.4,916.6,8194.4
1373,10,2023-11-29,117.5,915.4,8683.6
1374,10,2023-12-06,120.7,900.1,9158.7
1375,10,2023-12-09,118.8,925.0,9679.7
1376,10,2023-12-13,105.9,904.6,10103.5
1377,10,2023-12-20,126.8,919.2,10620.6
1378,10,2023-12-23,107.5,928.2,11043.3
1379,10,2023-12-29,98.6,908.2,11486.0
1380,10,2024-01-09,151.1,1007.2,12066.4
1381,10,2024-01-13,121.8,1001.8,12536.4
1382,10,2024-01-17,103.6,943.3,12924.4
1383,10,2024-01-25,131.6,964.3,13466.3
1384,10,2024-01-31,100.1,993.1,13888.7
1385,10,2024-02-05,113.7,999.7,14387.5
1386,10,2024-02-11,116.1,952.9,14873.8
1387,10,2024-02-20,117.5,998.3,15315.1
1388,10,2024-02-26,152.8,944.2,15921.4
1389,10,2024-03-03,138.3,1004.5,16542.8
1390,10,2024-03-16,129.6,959.6,17038.2
1391,10,2024-03-25,136.6,992.2,17566.2
1392,10,2024-04-09,309.1,1056.0,18113.2
1393,10,2024-04-16,102.1,1061.8,18536.6
1394,10,2024-04-26,136.6,1043.8,19112.4
1395,10,2024-04-30,93.6,1109.8,19469.9
1396,10,2024-05-21,155.4,1039.1,20076.4
1397,10,2024-05-29,92.7,1070.8,20422.0
1398,10,2024-06-10,370.5,1063.2,21005.5
1399,10,2024-06-18,116.7,1121.9,21505.4
1400,10,2024-07-04,358.8,1222.6,22032.0
1401,10,2024-07-17,137.8,1147.4,22648.0
1402,10,2024-07-26,114.3,1177.9,23085.4
1403,10,2024-08-11,162.9,1218.9,23731.4
1404,10,2024-08-18,128.3,1193.6,24212.0
1405,10,2024-08-29,132.2,1193.6,24728.6
1406,10,2024-09-07,136.1,1169.1,25253.1
1407,10,2024-09-16,104.0,1219.4,25692.4
1408,10,2024-09-26,139.2,1176.9,26219.5
1409,10,2024-10-03,114.7,1339.7,26658.0
1410,10,2024-10-11,136.2,1336.3,27264.5
1411,10,2024-10-17,130.9,1337.2,27839.2
1412,10,2024-10-26,148.0,1367.2,28424.3
1413,10,2024-11-02,117.3,1417.1,28884.5
1414,10,2024-11-06,142.3,1374.7,29455.8
1415,10,2024-11-12,127.8,1372.6,29975.0
1416,10,2024-11-16,107.1,1395.4,30445.2
1417,10,2024-11-25,128.3,1360.9,30949.3
1418,10,2024-12-04,126.0,1414.3,31494.3
1419,10,2024-12-08,117.8,1403.3,31943.0
1420,10,2024-12-15,129.4,1339.8,32447.4
1421,10,2024-12-19,147.8,1353.6,33015.7
1422,10,2024-12-25,135.9,1361.6,33568.6
1423,10,2024-12-31,152.3,1344.9,34151.5
1424,11,2022-01-16,110.0,404.2,104227.6
1425,11,2022-01-28,119.6,408.4,104838.5
1426,11,2022-02-06,101.3,395.3,105341.4
1427,11,2022-02-11,111.4,385.8,105918.8
1428,11,2022-02-18,100.9,391.7,106422.8
1429,11,2022-02-24,87.1,406.2,106941.1
1430,11,2022-03-08,75.5,383.0,107340.9
1431,11,2022-03-15,72.6,400.6,107775.2
1432,11,2022-03-30,96.2,402.9,108277.6
1433,11,2022-04-08,85.2,448.7,108774.1
1434,11,2022-04-23,90.9,428.8,109258.7
1435,11,2022-05-07,99.5,449.5,109853.3
1436,11,2022-05-13,79.8,430.5,110290.3
1437,11,2022-05-27,81.5,440.3,110755.5
1438,11,2022-06-17,111.0,428.1,111330.0
1439,11,2022-06-25,74.2,441.1,111749.0
1440,11,2022-07-09,96.7,515.0,112267.6
1441,11,2022-07-22,81.8,515.3,112712.0
1442,11,2022-07-30,70.4,521.6,113072.0
1443,11,2022-08-10,98.5,507.5,113609.9
1444,11,2022-09-02,107.7,500.5,114148.8
1445,11,2022-09-12,93.1,507.8,114626.5
1446,11,2022-09-22,100.0,501.2,115153.8
1447,11,2022-10-11,120.7,584.0,115780.7
1448,11,2022-10-22,123.5,579.0,116393.2
1449,11,2022-11-05,109.9,566.1,117000.0
1450,11,2022-11-14,106.5,555.6,117625.7
1451,11,2022-11-28,91.5,578.9,118149.3
1452,11,2022-12-03,77.5,560.7,118595.6
1453,11,2022-12-09,87.9,586.4,119077.1
1454,11,2022-12-14,89.1,554.7,119582.2
1455,11,2022-12-22,121.0,564.5,120204.0
1456,11,2023-01-02,112.2,621.2,120848.5
1457,11,2023-01-07,90.7,586.7,121389.1
1458,11,2023-01-12,114.3,585.1,122017.6
1459,11,2023-01-18,99.3,614.5,122557.0
1460,11,2023-01-22,98.9,619.2,123095.3
1461,11,2023-01-31,99.6,602.6,123617.0
1462,11,2023-02-07,93.1,611.2,124130.5
1463,11,2023-02-14,94.0,622.7,124619.9
1464,11,2023-02-20,103.5,591.7,125167.5
1465,11,2023-02-28,98.3,603.1,125656.1
1466,11,2023-03-08,125.4,591.5,126304.9
1467,11,2023-03-15,73.7,608.1,126723.2
1468,11,2023-03-28,80.2,613.7,127167.1
1469,11,2023-04-05,89.8,700.2,127707.1
1470,11,2023-04-16,107.7,695.4,128269.4
1471,11,2023-04-24,81.9,692.9,128675.7
1472,11,2023-05-07,98.0,705.3,129180.0
1473,11,2023-05-19,108.0,684.6,129752.4
1474,11,2023-05-24,109.6,726.6,130344.5
1475,11,2023-06-11,31.3,685.7,130863.4
1476,11,2023-06-29,106.8,723.5,131432.5
1477,11,2023-07-06,85.8,792.4,131866.6
1478,11,2023-07-19,171.4,779.2,132300.0
1479,11,2023-07-28,79.3,784.0,132770.2
1480,11,2023-08-16,74.4,816.2,133156.1
1481,11,2023-08-31,122.0,819.1,133843.5
1482,11,2023-09-17,94.7,831.1,134366.8
1483,11,2023-10-01,101.7,911.0,134882.7
1484,11,2023-10-11,110.0,923.6,135431.1
1485,11,2023-10-18,98.2,913.0,135963.8
1486,11,2023-10-26,86.4,925.8,136479.4
1487,11,2023-10-31,88.0,889.3,136961.4
1488,11,2023-11-11,95.2,884.6,137514.9
1489,11,2023-11-16,92.9,877.5,138018.0
1490,11,2023-11-23,109.1,943.0,138606.9
1491,11,2023-11-27,78.4,922.3,139058.7
1492,11,2023-12-02,116.3,938.5,139738.4
1493,11,2023-12-07,89.9,941.1,140213.6
1494,11,2023-12-14,115.7,908.6,140803.9
1495,11,2023-12-20,105.5,885.0,141416.7
1496,11,2023-12-25,93.7,910.2,141947.5
1497,11,2023-12-30,80.8,881.9,142391.9
1498,11,2024-01-04,109.8,1006.5,142944.3
1499,11,2024-01-08,89.1,956.8,143436.3
1500,11,2024-01-19,128.3,1010.5,144073.7
1501,11,2024-01-23,99.2,950.2,144574.9
1502,11,2024-01-28,72.1,958.1,144941.4
1503,11,2024-02-01,94.9,952.9,145451.9
1504,11,2024-02-06,111.4,943.8,146028.9
1505,11,2024-02-14,90.9,969.2,146497.4
1506,11,2024-02-22,106.7,1012.4,147048.3
1507,11,2024-03-06,93.4,939.0,147577.9
1508,11,2024-03-09,84.0,973.3,148003.1
1509,11,2024-03-14,92.1,945.8,148484.3
1510,11,2024-03-17,73.5,972.0,148859.3
1511,11,2024-03-24,80.3,973.3,149287.6
1512,11,2024-04-02,92.4,1105.5,149819.0
1513,11,2024-04-07,72.5,1109.6,150245.2
1514,11,2024-04-18,101.2,1039.5,150828.9
1515,11,2024-04-26,90.0,1092.6,151321.5
1516,11,2024-05-03,74.4,1055.4,151731.5
1517,11,2024-05-06,72.1,1116.1,152101.0
1518,11,2024-05-19,113.1,1040.8,152673.6
1519,11,2024-05-31,96.8,1080.7,153227.0
1520,11,2024-06-08,105.3,1057.5,153794.7
1521,11,2024-06-16,98.2,1052.3,154313.8
1522,11,2024-06-24,105.8,1083.6,154843.0
1523,11,2024-07-05,108.3,1156.3,155404.5
1524,11,2024-07-10,83.7,1226.2,155849.2
1525,11,2024-07-17,84.8,1162.9,156301.6
1526,11,2024-08-04,82.8,1231.2,156759.9
1527,11,2024-08-21,106.2,1230.2,157349.8
1528,11,2024-09-05,82.6,1143.0,157787.8
1529,11,2024-09-20,102.6,1172.1,158308.8
1530,11,2024-09-29,103.2,1224.5,158846.1
1531,11,2024-10-07,72.1,1403.7,159209.7
1532,11,2024-10-16,107.0,1341.1,159786.3
1533,11,2024-10-22,102.7,1374.8,160336.4
1534,11,2024-10-28,114.3,1359.0,160932.4
1535,11,2024-11-07,79.4,1367.5,161365.7
1536,11,2024-11-12,82.6,1357.7,161831.5
1537,11,2024-11-21,77.7,1390.8,162257.0
1538,11,2024-12-02,110.2,1387.2,162863.9
1539,11,2024-12-06,81.1,1344.7,163338.8
1540,11,2024-12-10,82.4,1345.6,163781.2
1541,11,2024-12-14,78.1,1327.0,164187.2
1542,11,2024-12-20,94.7,1399.2,164724.8
1543,11,2024-12-29,105.4,1352.8,165277.4
1544,12,2022-01-06,62.8,403.1,140214.0
1545,12,2022-01-15,77.4,389.6,140697.7
1546,12,2022-01-20,82.1,386.1,141188.9
1547,12,2022-02-02,101.0,407.0,141884.1
1548,12,2022-02-18,112.0,384.7,142604.6
1549,12,2022-02-23,81.2,400.5,143095.6
1550,12,2022-03-10,72.5,408.2,143580.8
1551,12,2022-03-21,78.3,401.4,144134.9
1552,12,2022-03-24,17.8,383.8,144509.4
1553,12,2022-04-15,67.8,442.4,144990.3
1554,12,2022-04-28,83.9,439.3,145522.6
1555,12,2022-05-05,55.4,444.3,145919.8
1556,12,2022-06-01,84.9,447.1,146429.7
1557,12,2022-06-16,95.7,431.6,147051.4
1558,12,2022-07-01,64.3,498.5,147452.3
1559,12,2022-07-15,83.9,506.2,148000.7
1560,12,2022-08-01,74.7,508.3,148461.8
1561,12,2022-08-21,83.0,506.3,149053.5
1562,12,2022-08-28,77.7,494.1,149550.0
1563,12,2022-09-04,81.0,498.0,150133.8
1564,12,2022-09-17,92.8,518.3,150718.8
1565,12,2022-09-30,97.6,488.2,151318.0
1566,12,2022-10-06,73.8,579.1,151815.0
1567,12,2022-10-16,181.9,569.2,152375.9
1568,12,2022-10-20,70.7,584.3,152801.7
1569,12,2022-10-25,65.2,555.4,153195.4
1570,12,2022-11-09,90.7,567.7,153782.2
1571,12,2022-11-19,79.9,576.9,154278.7
1572,12,2022-11-25,71.5,558.1,154768.5
1573,12,2022-12-03,85.9,558.1,155287.5
1574,12,2022-12-10,88.5,568.4,155834.5
1575,12,2022-12-17,87.0,564.1,156417.8
1576,12,2022-12-23,85.7,582.8,156977.9
1577,12,2022-12-27,63.3,587.6,157400.6
1578,12,2023-01-01,69.1,603.0,157854.5
1579,12,2023-01-06,79.9,624.9,158339.6
1580,12,2023-01-13,88.4,612.5,158926.1
1581,12,2023-01-18,88.0,595.3,159451.0
1582,12,2023-01-22,61.2,605.6,159875.4
1583,12,2023-01-28,79.1,601.0,160395.4
1584,12,2023-02-04,55.7,629.4,160798.8
1585,12,2023-02-10,89.2,630.8,161430.6
1586,12,2023-02-17,85.2,602.7,161953.6
1587,12,2023-02-24,66.4,630.8,162353.0
1588,12,2023-02-28,66.8,616.2,162831.0
1589,12,2023-03-07,74.3,632.4,163291.0
1590,12,2023-03-15,98.3,590.4,163906.2
1591,12,2023-03-31,91.2,610.1,164473.5
1592,12,2023-04-11,63.2,699.2,164928.0
1593,12,2023-04-25,78.6,681.5,165482.4
1594,12,2023-04-30,64.9,706.4,165903.0
1595,12,2023-05-12,86.9,687.2,166426.4
1596,12,2023-06-01,80.9,705.0,166925.8
1597,12,2023-06-15,69.9,676.4,167355.2
1598,12,2023-06-26,64.8,704.8,167743.5
1599,12,2023-07-17,82.5,794.6,168242.6
1600,12,2023-08-02,71.5,786.3,168681.5
1601,12,2023-08-09,92.2,822.5,169231.2
1602,12,2023-08-20,77.0,797.7,169761.9
1603,12,2023-09-04,94.2,786.1,170433.6
1604,12,2023-09-19,99.6,768.7,171040.7
1605,12,2023-09-26,72.0,793.1,171519.6
1606,12,2023-10-09,88.2,942.8,172061.0
1607,12,2023-10-17,89.5,890.1,172627.4
1608,12,2023-10-30,74.5,923.5,173118.6
1609,12,2023-11-05,90.4,882.9,173690.4
1610,12,2023-11-12,82.1,891.2,174186.4
1611,12,2023-11-24,88.4,925.3,174824.5
1612,12,2023-12-01,66.3,911.7,175272.1
1613,12,2023-12-08,79.0,919.7,175751.7
1614,12,2023-12-16,96.5,892.0,176450.2
1615,12,2023-12-21,110.3,912.7,177107.0
1616,12,2023-12-25,84.2,912.0,177664.6
1617,12,2023-12-31,87.5,943.3,178223.4
1618,12,2024-01-05,165.7,951.9,178698.6
1619,12,2024-01-10,68.0,939.9,179186.7
1620,12,2024-01-17,89.7,958.6,179827.1
1621,12,2024-01-28,93.6,941.4,180397.7
1622,12,2024-02-04,81.4,986.3,180897.8
1623,12,2024-02-11,104.1,954.9,181539.8
1624,12,2024-02-16,64.9,1014.0,182007.4
1625,12,2024-02-20,98.5,940.3,182629.7
1626,12,2024-03-01,83.6,958.5,183146.4
1627,12,2024-03-07,84.7,1004.4,183707.8
1628,12,2024-03-13,82.1,943.3,184217.2
1629,12,2024-03-20,94.0,991.1,184835.8
1630,12,2024-03-26,69.6,1001.1,185327.7
1631,12,2024-04-01,63.3,1071.1,185758.3
1632,12,2024-04-07,70.1,1075.8,186176.5
1633,12,2024-04-13,69.0,1066.8,186590.2
1634,12,2024-04-20,79.5,1104.0,187128.4
1635,12,2024-04-27,65.1,1047.7,187571.7
1636,12,2024-05-11,114.5,1078.4,188278.9
1637,12,2024-05-19,65.2,1054.8,188690.4
1638,12,2024-06-10,94.8,1088.0,189359.1
1639,12,2024-06-19,72.7,1050.8,189795.5
1640,12,2024-06-28,74.1,1122.4,190315.3
1641,12,2024-07-11,72.5,1162.3,190778.5
1642,12,2024-07-21,68.6,1159.4,191244.7
1643,12,2024-07-26,61.9,1172.3,191668.1
1644,12,2024-08-03,86.8,1147.1,192199.2
1645,12,2024-08-09,84.2,1207.1,192776.7
1646,12,2024-08-23,58.2,1223.6,193191.8
1647,12,2024-09-02,79.9,1153.0,193757.7
1648,12,2024-09-06,67.3,1168.3,194159.4
1649,12,2024-09-14,73.5,1148.6,194599.3
1650,12,2024-09-24,86.6,1200.7,195134.2
1651,12,2024-10-01,81.6,1415.8,195685.8
1652,12,2024-10-08,76.0,1341.7,196139.6
1653,12,2024-10-14,82.3,1362.6,196675.4
1654,12,2024-10-19,98.0,1398.0,197298.7
1655,12,2024-10-25,75.8,1357.2,197782.8
1656,12,2024-10-31,68.7,1343.7,198194.1
1657,12,2024-11-11,101.7,1312.0,198918.5
1658,12,2024-11-19,85.5,1344.5,199465.0
1659,12,2024-11-26,89.5,1311.8,200022.3
1660,12,2024-11-30,74.7,1327.3,200488.7
1661,12,2024-12-06,73.3,1340.1,200972.0
1662,12,2024-12-13,74.1,1377.7,201446.4
1663,12,2024-12-20,78.9,1379.3,201954.1
1664,12,2024-12-24,77.1,1419.8,202490.0
1665,12,2024-12-29,207.2,1390.0,203049.5
1666,13,2024-12-14,57.2,1347.3,565.2
1667,13,2024-12-20,55.7,1368.0,1106.0
1668,13,2024-12-25,59.6,1333.0,1618.3
1669,14,2022-01-09,181.4,409.2,88819.1
1670,14,2022-01-21,187.7,406.3,89511.3
1671,14,2022-02-01,183.8,402.2,90173.1
1672,14,2022-02-11,190.0,398.8,90852.7
1673,14,2022-02-27,164.2,396.7,91487.2
1674,14,2022-03-26,180.1,401.5,92087.9
1675,14,2022-04-05,147.4,435.9,92661.2
1676,14,2022-04-26,174.0,437.3,93339.7
1677,14,2022-05-18,187.9,449.0,94008.1
1678,14,2022-06-02,160.2,425.1,94577.5
1679,14,2022-06-15,155.7,453.9,95110.9
1680,14,2022-07-02,150.8,485.1,95716.7
1681,14,2022-07-11,136.3,503.9,96224.4
1682,14,2022-07-22,122.4,491.8,96704.6
1683,14,2022-08-03,169.7,520.2,97361.3
1684,14,2022-08-12,147.1,488.4,97901.7
1685,14,2022-08-24,148.0,494.5,98400.3
1686,14,2022-09-04,136.0,503.7,98896.3
1687,14,2022-09-18,152.3,519.1,99407.2
1688,14,2022-09-27,178.7,511.2,100048.8
1689,14,2022-10-05,157.7,562.7,100627.2
1690,14,2022-10-12,173.3,549.1,101200.4
1691,14,2022-10-22,166.4,564.2,101785.5
1692,14,2022-10-26,133.7,567.8,102265.8
